batch,tree,likelihood,root_node,height,partition,operations_maximum,operations_optimized,ratio_of_savings,split_partitions
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ND4L,210834,88355,58.09262263202329,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ND5,1255093,450611,64.09740154713634,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ND5,1255093,404837,67.74446196417317,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ND6,420767,159103,62.18738636822755,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ND6,420767,141683,66.32744488042076,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,tRNAs,846940,232047,72.60171913004463,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,tRNAs,846940,207557,75.49330531088388,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,BRCA1,2442611,345750,85.84506497350581,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,BRCA1,2442611,314547,87.12250947858664,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,APOB,986595,142535,85.55283576340848,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,APOB,986595,127231,87.10402951565739,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,IRBP,838831,150292,82.08316097044577,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,IRBP,838831,134970,83.90975059338533,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ADRB2,367608,60556,83.5270179103828,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ADRB2,367608,53177,85.5343191660682,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,APP,427074,69502,83.7260053292872,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,APP,427074,58891,86.21058645574303,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ATP7A,411757,69192,83.19591409496377,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ATP7A,411757,58551,85.78020531527089,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,BDNF,207230,40118,80.6408338561019,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,BDNF,207230,33724,83.72629445543599,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,CNR1,345083,58815,82.95627428763514,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,CNR1,345083,50707,85.30585395397628,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,EDG1,417163,63402,84.80162430512773,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,EDG1,417163,55284,86.74762622763764,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,RAG1,392836,65082,83.43278110967427,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,RAG1,392836,57082,85.46925434532476,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,RAG2,215339,34645,83.91141409591388,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,RAG2,215339,28590,86.72325960462341,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,TYR,227953,42387,81.4053774242936,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,TYR,227953,35380,84.47925668887885,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ADORA3,193715,39790,79.45951526727409,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ADORA3,193715,33363,82.77727589500039,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,BMI,134249,24626,81.65647416368093,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,BMI,134249,20036,85.07549404464838,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,CREM,291023,49697,82.92334282857368,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,CREM,291023,41599,85.7059407675682,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,PLCB4,313548,59707,80.95762052381134,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,PLCB4,313548,50772,83.80726395958513,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,PNOC,201824,35742,82.29051054384018,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,PNOC,201824,29331,85.46704058982083,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ZFX,66674,16048,75.93064762876084,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.18,-814775.238176,0,14,ZFX,66674,12501,81.2505624381318,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,12S_rRNA,514471,157360,69.41324195144138,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,12S_rRNA,514471,139983,72.79088617239844,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,16S_rRNA,728909,214190,70.61498760476273,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,16S_rRNA,728909,190141,73.91430205965354,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ATP6,448698,186144,58.51463567923191,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ATP6,448698,166874,62.809283749871845,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ATP8,171190,80649,52.88918745253811,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ATP8,171190,72021,57.9292014720486,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,COX1,734315,279305,61.96387109074444,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,COX1,734315,252182,65.65751755037007,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,COX2,420767,173386,58.79287111394193,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,COX2,420767,155761,62.981650176938786,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,COX3,436084,191106,56.17679162730116,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,COX3,436084,172119,60.53076930132727,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,Cytb,693770,275141,60.34117935338801,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,Cytb,693770,246795,64.42697147469623,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND1,602769,223369,62.94285207102555,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND1,602769,198291,67.10331818656898,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND2,779365,293010,62.40400839144689,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND2,779365,262783,66.28242222835257,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND3,238765,111898,53.134672167193685,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND3,238765,99570,58.297907984838645,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND4,915416,344830,62.33078731418284,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND4,915416,309253,66.21721709037203,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND4L,210834,99153,52.971057799026724,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND4L,210834,88084,58.22115977498885,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND5,1255093,452721,63.929286515023186,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND5,1255093,406451,67.61586591591221,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND6,420767,159704,62.04455197294465,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ND6,420767,142218,66.20029612588439,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,tRNAs,846940,231343,72.6848419014334,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,tRNAs,846940,206969,75.56273171653245,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,BRCA1,2442611,343902,85.92072171950426,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,BRCA1,2442611,312999,87.18588428529962,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,APOB,986595,141380,85.66990507756475,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,APOB,986595,126368,87.19150208545553,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,IRBP,838831,150320,82.07982299175876,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,IRBP,838831,135024,83.90331306306038,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ADRB2,367608,59865,83.71498988052491,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ADRB2,367608,52629,85.6833910034602,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,APP,427074,68530,83.9536005469778,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,APP,427074,58127,86.38947817005952,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ATP7A,411757,68496,83.36494582970053,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ATP7A,411757,58047,85.90260760594234,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,BDNF,207230,39482,80.9477392269459,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,BDNF,207230,33288,83.93668870337306,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,CNR1,345083,58324,83.09855889742468,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,CNR1,345083,50407,85.39278956077233,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,EDG1,417163,62803,84.94521326196235,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,EDG1,417163,54860,86.84926515534696,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,RAG1,392836,64330,83.62420959382541,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,RAG1,392836,56659,85.57693286765978,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,RAG2,215339,34267,84.08695127218014,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,RAG2,215339,28311,86.85282275853422,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,TYR,227953,42055,81.55102148249858,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,TYR,227953,35136,84.58629629792107,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ADORA3,193715,39119,79.80590042072116,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ADORA3,193715,32835,83.04984126164726,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,BMI,134249,24574,81.6952081579751,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,BMI,134249,19968,85.12614619103309,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,CREM,291023,49073,83.13775887129195,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,CREM,291023,41143,85.86262941417002,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,PLCB4,313548,58803,81.2459336369551,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,PLCB4,313548,50112,84.01775804661487,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,PNOC,201824,35190,82.56401617250674,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,PNOC,201824,28935,85.66325114951641,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ZFX,66674,15742,76.38959714431412,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.19,-814775.353137,0,14,ZFX,66674,12242,81.63901970783213,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,12S_rRNA,514471,157871,69.31391662503815,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,12S_rRNA,514471,140487,72.69292146690483,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,16S_rRNA,728909,214518,70.56998884634433,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,16S_rRNA,728909,190516,73.86285530841299,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ATP6,448698,186372,58.46382199162912,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ATP6,448698,167354,62.70230756544491,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ATP8,171190,80819,52.78988258659968,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ATP8,171190,72184,57.83398563000175,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,COX1,734315,277971,62.145536997065285,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,COX1,734315,251251,65.78430237704528,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,COX2,420767,173713,58.71515589387951,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,COX2,420767,156107,62.89941939363115,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,COX3,436084,191553,56.074288439841865,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,COX3,436084,172561,60.42941268196036,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,Cytb,693770,274833,60.385574469925196,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,Cytb,693770,246646,64.44844833302102,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND1,602769,223247,62.96309199710005,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND1,602769,198194,67.11941058680854,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND2,779365,293202,62.37937295105631,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND2,779365,262900,66.26741000686455,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND3,238765,112100,53.05007015266057,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND3,238765,99760,58.21833183255502,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND4,915416,343355,62.49191624354392,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND4,915416,308050,66.3486327527594,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND4L,210834,99477,52.81738239562878,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND4L,210834,88355,58.09262263202329,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND5,1255093,450611,64.09740154713634,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND5,1255093,404837,67.74446196417317,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND6,420767,159103,62.18738636822755,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ND6,420767,141683,66.32744488042076,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,tRNAs,846940,232047,72.60171913004463,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,tRNAs,846940,207557,75.49330531088388,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,BRCA1,2442611,345750,85.84506497350581,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,BRCA1,2442611,314547,87.12250947858664,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,APOB,986595,142535,85.55283576340848,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,APOB,986595,127231,87.10402951565739,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,IRBP,838831,150292,82.08316097044577,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,IRBP,838831,134970,83.90975059338533,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ADRB2,367608,60556,83.5270179103828,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ADRB2,367608,53177,85.5343191660682,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,APP,427074,69502,83.7260053292872,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,APP,427074,58891,86.21058645574303,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ATP7A,411757,69192,83.19591409496377,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ATP7A,411757,58551,85.78020531527089,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,BDNF,207230,40118,80.6408338561019,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,BDNF,207230,33724,83.72629445543599,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,CNR1,345083,58815,82.95627428763514,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,CNR1,345083,50707,85.30585395397628,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,EDG1,417163,63402,84.80162430512773,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,EDG1,417163,55284,86.74762622763764,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,RAG1,392836,65082,83.43278110967427,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,RAG1,392836,57082,85.46925434532476,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,RAG2,215339,34645,83.91141409591388,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,RAG2,215339,28590,86.72325960462341,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,TYR,227953,42387,81.4053774242936,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,TYR,227953,35380,84.47925668887885,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ADORA3,193715,39790,79.45951526727409,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ADORA3,193715,33363,82.77727589500039,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,BMI,134249,24626,81.65647416368093,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,BMI,134249,20036,85.07549404464838,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,CREM,291023,49697,82.92334282857368,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,CREM,291023,41599,85.7059407675682,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,PLCB4,313548,59707,80.95762052381134,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,PLCB4,313548,50772,83.80726395958513,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,PNOC,201824,35742,82.29051054384018,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,PNOC,201824,29331,85.46704058982083,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ZFX,66674,16048,75.93064762876084,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.2,-814775.238006,0,14,ZFX,66674,12501,81.2505624381318,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,12S_rRNA,514471,157871,69.31391662503815,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,12S_rRNA,514471,140487,72.69292146690483,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,16S_rRNA,728909,214518,70.56998884634433,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,16S_rRNA,728909,190516,73.86285530841299,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,ATP6,448698,186372,58.46382199162912,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,ATP6,448698,167354,62.70230756544491,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,ATP8,171190,80819,52.78988258659968,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,ATP8,171190,72184,57.83398563000175,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,COX1,734315,277971,62.145536997065285,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,COX1,734315,251251,65.78430237704528,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,COX2,420767,173713,58.71515589387951,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,COX2,420767,156107,62.89941939363115,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,COX3,436084,191553,56.074288439841865,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,COX3,436084,172561,60.42941268196036,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,Cytb,693770,274833,60.385574469925196,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,Cytb,693770,246646,64.44844833302102,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,ND1,602769,223247,62.96309199710005,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,ND1,602769,198194,67.11941058680854,0
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,ND2,779365,293202,62.37937295105631,1
pars,./data/128/parsimony_trees/RAxML_parsimonyTree.T8.RUN.20,-814775.238943,0,14,ND2,779365,262900,66.26741000686455,0
